,text,Username,Timestamp,location
2473, เพราะมากกกก เสียงเยรินนี่บั่บบบละมุนนุ่มฟูอะ ฮืออออออเพลงHere I am againในซีรี่ย์ My Crash Landing on You ☁️✈️🍂❤️ https://t…,NurfanPark,Sun Jan 26 11:09:51 +0000 2020,None
2474,"#bbccricket Broad, Anderson, Wood, Stokes, Archer, Woakes - or any combination thereof ... what a bowling attack!",marktenjag,Sun Jan 26 11:09:51 +0000 2020,None
2475," Moments ago in Nasriyah, security forces attempted an advance against the protesters #Iraq https://t.co/oX5TwXhXOf",alhurdevo,Sun Jan 26 11:09:52 +0000 2020,None
2476," Mystery as anonymous seller puts up for auction JFK assassination docs

https://t.co/wjLdbGfN9I",BleyLacerda,Sun Jan 26 11:09:52 +0000 2020,None
2477, Je crois que j’ai rarement vu un shooting aussi incroyable,Lesdeuxgarcons2,Sun Jan 26 11:09:52 +0000 2020,"Paris, France"
2478,WB 401 remains closed at Courtice Rd due to a serious collision. https://t.co/xI3zlYo3Q6,680NEWStraffic,Sun Jan 26 11:09:52 +0000 2020,"Toronto, Canada"
2479,"Marecek 🇨🇿 with zero misses in the first three shootings, leading at nearly every intermediate. But he misses three… https://t.co/h9Y0sH8RfR",IBU_Junior,Sun Jan 26 11:09:52 +0000 2020,None
2480,So Avinash &amp; Vrushika are shooting together for a music video it seems😍💃🏻 I’m so glad we’re getting to see them in… https://t.co/OzmeyXtj7a,xXBijalPatelXx,Sun Jan 26 11:09:53 +0000 2020,"Mumbai, India"
2481," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",hungrypotvto,Sun Jan 26 11:09:53 +0000 2020,here
2482,Nuclear reaction engineering and rocket aerodynamics are a plus!,JorgeOrtega,Sun Jan 26 11:09:53 +0000 2020,"𝕭𝖊𝖗𝖑𝖎𝖓, 𝕯𝖊𝖚𝖙𝖘𝖈𝖍𝖑𝖆𝖓𝖉"
2483, राम राम जी 🙏 यह Islamist अपनी ideology से compromise नहीं कर रही अपनी strategy बदल रही है 🤔 हम आपक़े दोगले वजूद को सब के…,bajpai97,Sun Jan 26 11:09:53 +0000 2020,"Kanpur, India"
2484," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",Nurdeanna10,Sun Jan 26 11:09:54 +0000 2020,None
2485," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",Syafiizzuddin,Sun Jan 26 11:09:54 +0000 2020,40150
2486," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",syaliaaaa,Sun Jan 26 11:09:54 +0000 2020,None
2487,"@maryashakil Ref 👇
माइनॉरिटी में है तब तक सेक्युलरिज्म का जप करना और मेजोरिटी में आएंगे तो तब इस्लामिक स्टेट ?… https://t.co/aoCQ1ZnHgh",SanjayShedge2,Sun Jan 26 11:09:54 +0000 2020,None
2488," The US Navy will name a new aircraft carrier after Doris ""Dorie"" Miller, a decorated World War II veteran who defended Pearl Harb…",arrowsurf6,Sun Jan 26 11:09:54 +0000 2020,None
2489," गणतंत्र दिवस पर असम के 2 जिलों में 4 धमाके, मामले की जांच जारी..अभी दो दिन पहले असम को भारत से अलग करने का भाषण देने…",Kamal38692938,Sun Jan 26 11:09:55 +0000 2020,India
2490," Some part of the alphabets have been destroyed in a terrorist attack against Islam. 

Till now, it's not known which alp…",tz_cerliepher,Sun Jan 26 11:09:55 +0000 2020,"Federal Capital Territory, Nig"
2491, Starring Walt Disney as THE SNIPER,itsna_v,Sun Jan 26 11:09:55 +0000 2020,None
2492," We the people of the UK, should have a national enquiry, no brushing this horrific crime, on a grand scale under the carpet.…",RayMair3,Sun Jan 26 11:09:55 +0000 2020,None
2493," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",shikinaaziz,Sun Jan 26 11:09:55 +0000 2020,Malaysia
2494," -They're brainwashing children for Prime Minister's assassination

-They're attacking &amp; boycotting those who favour CAA

-Th…",say_no_to_Quota,Sun Jan 26 11:09:56 +0000 2020,India
2495," .
من #البصرة
مسيرة الطلبة
———
Little while ago #Basra #Iraq
Students' strike continues

#IraqiRevolution #IraqProtests https:…",paydaran,Sun Jan 26 11:09:56 +0000 2020,None
2496,"@GregSalazarYT Yeah just take a tea spoon of nuclear waste, don’t over do it or you might die.",geraldgiraffe12,Sun Jan 26 11:09:56 +0000 2020,"Woking, South East"
2497, The Police showing the same lack of interest answering questions as they did into investigating grooming gangs!  And what an…,maeve41963761,Sun Jan 26 11:09:56 +0000 2020,None
2498, Je crois que j’ai rarement vu un shooting aussi incroyable,Adorav5,Sun Jan 26 11:09:57 +0000 2020,"Poitiers, France"
2499,Full blast 😂😂,Truebaba1,Sun Jan 26 11:09:57 +0000 2020,None
2500," Its time to unfold false stories
and show the real face of Endia
ruled by RSS goons guided by Chanakya's teaching &amp; nazi's phi…",blackholesm,Sun Jan 26 11:09:57 +0000 2020,None
2501, Be warned - BJP gangs are on the prowl. I got a home visit this morning. They wanted to 'explain the CAA'. Unfortunately they…,cd9fe9adf10a4ab,Sun Jan 26 11:09:57 +0000 2020,"Mumbai, India"
2502,Recently Indian cop has been caught transporting more militants to Delhi for a false flag terror attack on Indian R… https://t.co/0pSmuJP7J5,ZulfiMaxi,Sun Jan 26 11:09:57 +0000 2020,"Lago Sul, Brasília"
2503,Cupsleeve buddies! May bagong nakaladkad here hahahaha thank you for making this day such a blast… https://t.co/0SnBXuAqln,ohsehunphilia,Sun Jan 26 11:09:57 +0000 2020,EXO Planet
2504,"Mullah Amir Khan Muttaqi ❤️
Mullah Qari Din Mohammad ❤️
Mullah Norullah Noori ❤️
#Taliban 💪🏻 https://t.co/6lMCY6IH8T",zainab_moh14,Sun Jan 26 11:09:57 +0000 2020,None
2505,"Man rushed to hospital after shots fired in Wood Green https://t.co/QxEV0ehg4A 
North #London",LadyMercia,Sun Jan 26 11:09:58 +0000 2020,ENGLAND 🏴󠁧󠁢󠁥󠁮󠁧󠁿 GB 🇬🇧
2506,@katoooooo000 残念ながらattack終わってからの納車です😇（事実,ht81s8669,Sun Jan 26 11:09:58 +0000 2020,GIF TJM
2507," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",vantevers,Sun Jan 26 11:09:56 +0000 2020,your mom's house
2508,"#Alabama is suffering today after fatal shooting. #POTUS, stop the bloodshed. #BackfireTrump https://t.co/bx5PLHgPbf",butthatsjustmoi,Sun Jan 26 11:09:58 +0000 2020,"Mountain View, CA"
2509," I have a first in English, but I cannot tell you what the fuck this tweet means.",cycleprawn,Sun Jan 26 11:09:58 +0000 2020,"London, England"
2510," we dont deserve dogs. 😭
น้องหมาที่เป็น autism service dog พยายามช่วยเจ้านายสงบสติอารมณ์ตอนที่เธอมีอาการ panic น้องพยายาม…",memykung,Sun Jan 26 11:09:58 +0000 2020,None
2511," @realDonaldTrump @FoxNews @OANN @CNN Mitch McConnell used nuclear option to tamper with Supreme Court, budget trick to ram…",MiYoCo,Sun Jan 26 11:09:58 +0000 2020,NC
2512,"Yeah, but the incredibly stupid demtards are actually losing politically because of this. 

Talk about shooting one… https://t.co/CRWcyhBeHT",LuvXtasy,Sun Jan 26 11:09:59 +0000 2020,http://bit.ly/sfifree2
2513," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",anastasiatita_,Sun Jan 26 11:09:59 +0000 2020,Hati mu
2514, car looks like it's waiting it's turn to attack in final fantasy,Taminaminam,Sun Jan 26 11:09:59 +0000 2020,122P/de Vico
2515," ❗️『VOTE ATTACK』 ❗️

1 RT = 1 Vote 
1Reply = 1 Vote 

#Senorita #BestLyrics #iHeartAwards

reply 10 times with votes an…",Trash_Sel,Sun Jan 26 11:09:59 +0000 2020,Italia
2516," Great weather at last for location shooting 😀😍😎
#Sydneyweather #sunshine #photoshoot #Sydney #Beach https://t.co/ZPzah2eI67",KentJohnson,Sun Jan 26 11:09:59 +0000 2020,"Sydney, Australia."
2517, car looks like it's waiting it's turn to attack in final fantasy,MinxTheDerp,Sun Jan 26 11:09:59 +0000 2020,Trying to find purpose...
2518, car looks like it's waiting it's turn to attack in final fantasy,proudiamtbyours,Sun Jan 26 11:09:59 +0000 2020,mcu / hp / sw
2519,Boriti se protiv multinacionalnih kompanija i kapitala ne ide ksenofobijom ali sigurno ne i totalnom servilnoscu i… https://t.co/A1iAXSbJZ5,miloss16,Sun Jan 26 11:09:59 +0000 2020,None
2520," Amit Shah also declared Chinese Kashmir (Aksai Chin) as part of India.

India has pissed off not one, but two nuclear powe…",pips_era,Sun Jan 26 11:09:59 +0000 2020,"Islamabad, Pakistan"
2521," 【1/26☆chuLa☆超超重大公演②】

🎶㌿日のセトリ🎶
🆕新衣装🆕
▼登場
▼トキメキ
▼ポポポ
▼ケセラセラ
▼MC
▼トゥーザ
▼しゃなりら
▼ビバ☆ジャパン
▼閃光8
▼MC
▼うぇぽん
💿キミキミ
💿Shooting
〜アン…",torikago2959,Sun Jan 26 11:09:59 +0000 2020,None
2522,"#Iraq Security Forces Clash with #Protesters in #Baghdad, Other Cities https://t.co/QJEAtPXQAI https://t.co/MIYYda7lyX",aawsat_eng,Sun Jan 26 11:10:00 +0000 2020,London
2523, I AM FUCKING INCENSED after reading this article. Not only does this vile women #BettinaArendt attack women who have been…,All_4justice,Sun Jan 26 11:10:00 +0000 2020,"Queensland, Australia"
2524,"@JamieTiffin @northumbriapol This might be the time to contact the management and let them know of the incident. 
L… https://t.co/BJDQd70SkE",ladycowparsley,Sun Jan 26 11:10:00 +0000 2020,None
2525,"@abhisekdada @ItsSohailKhan @BiggBoss @ColorsTV Jhooth hi to bolta hai na

Tumhare gutter dimag thuklaji jaise kisi… https://t.co/tOJhnMIzoA",DagaStock4sure,Sun Jan 26 11:10:00 +0000 2020,None
2526,Veterans of Foreign Wars demands apology from Trump for downplaying brain injuries from Iranian attack - CNNPolitics https://t.co/Z51QkozXKt,clhenw,Sun Jan 26 11:10:00 +0000 2020,mncatn
2527," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",i__Lalaland__i,Sun Jan 26 11:10:00 +0000 2020,"Selangor, Malaysia"
2528," Worrying news from Senegal amid claims that a gendarme patrol was attacked by suspected jihadists in Gathiary, near Ma…",MarekAresvrugg,Sun Jan 26 11:10:00 +0000 2020,None
2529," Prithviraj Chauhan lost to Ghori due to his ethics that,

- never attack armless enemy
- never chase defeated enemy 
-…",Harshil27299,Sun Jan 26 11:10:00 +0000 2020,"Vododara, India"
2530," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",dhittaa,Sun Jan 26 11:10:00 +0000 2020,JKT - ID
2531, car looks like it's waiting it's turn to attack in final fantasy https://t.co/7RkzSDZcOV,Irvingmoedt,Sun Jan 26 11:10:01 +0000 2020,"Utrecht, Nederland"
2532," I was covering the protest, Dipak Chaurasia came to provoke, asked silly questions,  and then when protestor asked him not to…",MdAtikK42115662,Sun Jan 26 11:10:01 +0000 2020,"New Delhi, India"
2533," this is a backstage photo from the 'do you' mv shooting and like,,, fr never getting over the extremely proud smile yoonie ha…",BASE95LINE,Sun Jan 26 11:10:01 +0000 2020,"wembley stadium, june 1&2"
2534,@ocdwhisky @malt_official @DavidMarra @MaltReview @Drinkscribbler @LakesDistillery Got to agree on their sense of h… https://t.co/grxerwYRHP,WhiskynStuff,Sun Jan 26 11:10:01 +0000 2020,"England, United Kingdom"
2535,#terrorism #blast Knowledge is power site: Protector gun lessens fear in Pakistan Blame whom https://t.co/15tpAARvnI https://t.co/0kJ5WHxXmv,WomensPowerBook,Sun Jan 26 11:10:01 +0000 2020,UK
2536," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",Strebornehpets,Sun Jan 26 11:10:02 +0000 2020,None
2537," Bila dah jwb mcm tu, dia attack lagi.. takpelah penat skrg nanti bila dah tua ada org jaga. Ihhh aku kalau takde anak aku…",ekinnur53,Sun Jan 26 11:10:02 +0000 2020,Viscaelbarca
2538," SAfrica:another day, another brutal black on white attack encouraged by leaders
No country offering help!
@PeterDutton_MP…",SuritaCoetzer1,Sun Jan 26 11:10:02 +0000 2020,South Africa
2539,Spot on.,Samson1176,Sun Jan 26 11:10:02 +0000 2020,"Ribble Valley, England"
2540," Rubbish argument. @DChaurasia2312 has the right to do whatever kind of journalism he wants. If you don’t like it, don’t wa…",Ya89374110,Sun Jan 26 11:10:02 +0000 2020,None
2541, car looks like it's waiting it's turn to attack in final fantasy,DeepDish_Cake,Sun Jan 26 11:10:02 +0000 2020,"Ann Arbor, MI"
2542, This is video of the day. BJP कार्यकर्ता एलिज़ाबेथ शेषाद्री को #CAA के समर्थन में समझाने गए थे .... आगे क्या हुआ देखिए... @…,UdayMis48172411,Sun Jan 26 11:10:02 +0000 2020,None
2543," [🔴] Live on @twitch

Last day of the week! Let's make it a blast on #DeadByDaylight

I hope to see you there!
👇🏻
🦄
https:…",Stephanie_il,Sun Jan 26 11:10:02 +0000 2020,Northern Ireland
2544, South Carolina Bar Shooting: Two Dead and Seven Injured https://t.co/Jz5wftNoO5 https://t.co/GA5oXyiqcm,hellogadget_st,Sun Jan 26 11:10:02 +0000 2020,Canada
2545," @CVO_II @nabilaaarose Renung renung kan lah cina attack negara malaysia sebb tiada halangan kemasukan di malaysia , maka tunggu…",NazihahMohdNor,Sun Jan 26 11:10:02 +0000 2020,always Pahang.
2546," This is Kayla Meyer. Kayla was only 9 years old when she was brutally murdered during a farm attack close to Randfontein,…",analysis_sa,Sun Jan 26 11:10:03 +0000 2020,None
2547, She is just stating in new words the original Islamist plan in India after 1947. Those who voted for Pakistan suddenly swore…,Sanct01593694,Sun Jan 26 11:10:03 +0000 2020,None
2548," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",schanuril,Sun Jan 26 11:10:03 +0000 2020,victoria's secrets
2549,Demand: 33.6GW. Sources: Wind 28.9%  Gas (C) 27.1%  Nuclear 20.7%  Biomass 7.5%  France 5.0%  Coal 3.5%  Belgium 3.… https://t.co/zcnDBrL1ey,UKPowerGen,Sun Jan 26 11:10:03 +0000 2020,"London, UK"
2550,"26th January 1920
Baltinglass
Tensions are high in following the frenetic IRA attack. 7 are arrested (below scenes… https://t.co/MkeauLYQ8s",131Weeks,Sun Jan 26 11:10:03 +0000 2020,"Dublin City, Ireland"
2551, Be warned - BJP gangs are on the prowl. I got a home visit this morning. They wanted to 'explain the CAA'. Unfortunately they…,vinod66110548,Sun Jan 26 11:10:03 +0000 2020,"Chandigarh, India"
2552," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",hinast_,Sun Jan 26 11:10:04 +0000 2020,my mind
2553," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",perpostnews,Sun Jan 26 11:10:04 +0000 2020,None
2554, Je crois que j’ai rarement vu un shooting aussi incroyable,oceane__1404,Sun Jan 26 11:10:04 +0000 2020,"Thionville, France"
2555,"Iran's 72-Hour Lie, From Jet Crash To Confession. President's threat to quit forced end to a cover-up -… https://t.co/3ntfrkvFK2",ukpapers,Sun Jan 26 11:10:04 +0000 2020,"Here, Now, With You - UK"
2556," ITO ANG NGITI NA IBIBIGAY MO SA BATANG NAKATAPAK SA WHITE SHOES MO. 

#ALAByouSB19
#MORHot10 Alab by SB19 
@mor1019",ATINxSB19,Sun Jan 26 11:10:04 +0000 2020,None
2557," #Yemen
Pro-Houthis forces repelled an attack of #Saudi-backed forces in Dhahra area of Qaifa district, Bayda province. h…",Lonewol66215210,Sun Jan 26 11:10:04 +0000 2020,world
2558,"Islamophobes be very funny people, you fit blaze Hajia serious doggy but if some Alhaji wear the hijab come stand y… https://t.co/igfqC00nR8",1RealKayPee,Sun Jan 26 11:10:04 +0000 2020,"Accra, Ghana"
2559,"@Taethesis @TheLindo___KTH holy jesus i started reading it and because x, and juice were the first ppl mentioned i… https://t.co/o8kGUOu8qh",tataeex,Sun Jan 26 11:10:04 +0000 2020,regular huh
2560,All solo stans pls come and attack me I need attention https://t.co/pdeQ2ciYJV,gguksID,Sun Jan 26 11:10:05 +0000 2020,Hell👀
2561, Be warned - BJP gangs are on the prowl. I got a home visit this morning. They wanted to 'explain the CAA'. Unfortunately they…,SudhishKamath,Sun Jan 26 11:10:05 +0000 2020,Mumbai
2562," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",nrhnmzmri,Sun Jan 26 11:10:05 +0000 2020,everywhere..
2563," this is a backstage photo from the 'do you' mv shooting and like,,, fr never getting over the extremely proud smile yoonie ha…",tiramisumarble,Sun Jan 26 11:10:05 +0000 2020,persona (2019)
2564,"Outbound I-57 is slow approaching 167th due to a crash.

#Chicago #ChicagoTraffic",WBBM780Traffic,Sun Jan 26 11:10:05 +0000 2020,"Chicago, IL"
2565," #Iraq, thousands poured to the streets protesting against #Iran-backed Sadr and Al-Ameri! https://t.co/hAjXztLdBO",qwery_4321,Sun Jan 26 11:10:06 +0000 2020,None
2566,"@DokunOjomo @hysho_gbeminiyi We really don't want to hear the word 'blast'; blacklist,ban,freeze,refuse entrance...very sexy words.",sakalwisdom,Sun Jan 26 11:10:06 +0000 2020,Nigeria
2567, Inna Lillahi wa inna ilaihi raji'un. Please make dua for him. His janazah will be held tomorrow at 1.00pm in Shahjalal…,rokisse_225,Sun Jan 26 11:10:06 +0000 2020,"Montreuil, France"
2568," Do you think bhukla is playing well ?
Lol

Except doing porn, abusing family, violence,Character Assassination of women,…",chandanakarma10,Sun Jan 26 11:10:06 +0000 2020,None
2569," गणतंत्र दिवस पर असम के 2 जिलों में 4 धमाके, मामले की जांच जारी..अभी दो दिन पहले असम को भारत से अलग करने का भाषण देने…",rajshar43507783,Sun Jan 26 11:10:06 +0000 2020,India
2570," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
-…",Fauziyantoo,Sun Jan 26 11:10:06 +0000 2020,Jakarta Capital Region
2571,Insecurities attack me,CruzRotessa,Sun Jan 26 11:10:07 +0000 2020,None
2572," #coronavirus
2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake i…",dahynn,Sun Jan 26 11:10:07 +0000 2020,2018
2573,@aldhiwp Ide cemerlang,fickseeling,Sun Jan 26 11:10:07 +0000 2020,None
2574,heart attack omo,caleonida,Sun Jan 26 11:10:07 +0000 2020,𝐝𝐚𝐧𝐤𝐲 
2575,"Between ""painstakingly reach the middle of the fight to trial-and-error my this simon-pattern of an attack, or thro… https://t.co/cygk9ArqBB",MikuFukkerII,Sun Jan 26 11:10:08 +0000 2020,None
2576, I just watched #inthiscorneroftheworld and it’s just... amazing. It allows you to make that real connection with how a…,ontheweb1969,Sun Jan 26 11:10:08 +0000 2020,None
2577,"thought 2020 was gonna be my year, but yeah here we are 🙃",escopysusu,Sun Jan 26 11:10:08 +0000 2020,"Bandung, Indonesia"
2578, I still can’t get your failure to question out of my head..... why are you ignoring the victims of Muslim grooming gangs?  W…,HKrishnaG,Sun Jan 26 11:10:08 +0000 2020,"England, United Kingdom"
2579," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",marvel0usz,Sun Jan 26 11:10:08 +0000 2020,None
2580," Just disgusting.
Police Minister Stuart Nash essentially blames the community for 50yrs of not reaching out &amp; embracing…",diabloar,Sun Jan 26 11:10:09 +0000 2020,None
2581, She is just stating in new words the original Islamist plan in India after 1947. Those who voted for Pakistan suddenly swore…,mrssparashar,Sun Jan 26 11:10:09 +0000 2020,None
2582," Watch the heartwarming moment this autism service dog helps their owner through a panic attack. ❤️
Full story: https://t.c…",yourkikox,Sun Jan 26 11:10:09 +0000 2020,🤷🏻‍♀️
2583, does your gf blast corridos with you in the car or do I have to??,_jimeneznalleli,Sun Jan 26 11:10:09 +0000 2020,"Delano, CA 🍇 | Jalisco 🇲🇽"
2584," For those who think that America is ""The Handmaid's Tale,"" I present to you the actual Handmaid's Tale you don't give a s**…",SueCharles2,Sun Jan 26 11:10:09 +0000 2020,Chicago 
2585, Wah Modiji Wah,myvivek1989,Sun Jan 26 11:10:10 +0000 2020,Delhi - Allahabad - Delhi
2586,Greek government websites hit by cyber attack https://t.co/VwJu1lx4Nm #News https://t.co/eQQT8822Zi #512,poandpo,Sun Jan 26 11:10:10 +0000 2020,World
2587,"Souvenirs de tournage (3)
« L’Autre Maison »

Photos : Léo Guillet - https://t.co/iBm1mFiWeH

#shortfilm #shooting… https://t.co/sZPXiq9qln",paolodudek,Sun Jan 26 11:10:10 +0000 2020,Paris
2588," First implementation of shooting, I’m happy with how it turned out. I wasn’t sure how the charged attack should work, but…",WoodstockPro,Sun Jan 26 11:10:10 +0000 2020,"West Palm Beach, FL"
2589," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",Thus_SprachAlex,Sun Jan 26 11:10:10 +0000 2020,Canberra
2590," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",Nefada4,Sun Jan 26 11:10:10 +0000 2020,None
2591,One more panic attack and i’m playing a little an eye for an eye game with my body. Mesh 3ayez tetnafes ma3aya? Tab… https://t.co/JieU3M9wjU,Magsz015,Sun Jan 26 11:10:11 +0000 2020,Egypt
2592," #Iraq: Students in #Baghdad strike against the government, continuing weeks of demonstrations. https://t.co/YgjQkUUrQ6",humansystem,Sun Jan 26 11:10:11 +0000 2020,None
2593,"@CSGOatsecom Id- 76561198853077890
(P.S- The crash video was record by me and isnt taken from others :) ) Gl everyo… https://t.co/VRT6OJr09B",chnachiketh,Sun Jan 26 11:10:11 +0000 2020,"Hyderabad, India"
2594, thinking about how they had irene say unnie here... we are fucking under attack https://t.co/avlbAvFoz6,JAlejandro_147,Sun Jan 26 11:10:11 +0000 2020,None
2595," idk what you're going through

but

I've wasted any chance that I ever had at being a normal person that doesn't have a p…",bruhtortle,Sun Jan 26 11:10:11 +0000 2020,None
2596," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",Xanthan81,Sun Jan 26 11:10:11 +0000 2020,The Venture Compound
2597," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",mark7130,Sun Jan 26 11:10:11 +0000 2020,None
2598," I was covering the protest, Dipak Chaurasia came to provoke, asked silly questions,  and then when protestor asked him not to…",Sirf_Hussain,Sun Jan 26 11:10:12 +0000 2020,None
2599," #JeffBezosLiar
Attempted attack on His Highness the Crown Prince of the Kingdom exposed and can not be believed
@AJArabic
@…",ba3edalmada,Sun Jan 26 11:10:12 +0000 2020,None
2600,"Genuine Smile of @JoshCullen_s
#ALAByouSB19 
#SB19
@SB19Official",immydgzmnctndg,Sun Jan 26 11:10:12 +0000 2020,Lungsod ng Mandaluyong
2601," LIKE &amp; RETWEET RETWEET RETWEET!

IF YOU WANT A NATIONAL INQUIRY INTO THE GROOMING / RAPE GANGS COVER UPS. 

SHOW YOUR…",melpinamonti,Sun Jan 26 11:10:12 +0000 2020,Birchanger 
2602," SB Review Center

Q: Anong name ng fan na binati nila while shooting their guesting sa studio 7 (di ako sure basta nasa G…",Im_your_Anj,Sun Jan 26 11:10:12 +0000 2020,Marikina City
2603," Pregnant #Turkish #woman traumatized after attempted #rape attack in #India 

A globetrotter couple were left horrified afte…",SassyShenshie,Sun Jan 26 11:10:12 +0000 2020,None
2604," .
من #البصرة
مسيرة الطلبة
———
Little while ago #Basra #Iraq
Students' strike continues

#IraqiRevolution #IraqProtests https:…",alhurdevo,Sun Jan 26 11:10:12 +0000 2020,None
2605," Rolling Hills State Preview Halftime Score: Westchester/Los Angeles CA 30 Colony/Ontario CA 18
6-3 2021 TJ Wainwright has h…",TheSlamNJam,Sun Jan 26 11:10:12 +0000 2020,None
2606, This is video of the day. BJP कार्यकर्ता एलिज़ाबेथ शेषाद्री को #CAA के समर्थन में समझाने गए थे .... आगे क्या हुआ देखिए... @…,Naveen_Kr_Shahi,Sun Jan 26 11:10:13 +0000 2020,अच्छी बुरी दुनिया 
2607, British Trophy Hunters are shooting endangered Polar Bears... ask your MP to sign EDM50 against trophy hunting. Find your M…,iamproffi,Sun Jan 26 11:10:13 +0000 2020,"Красноярск, Россия"
2608,"D villella, 
He has been attacked every day since his run for president, spied on by fbi, cia, dnc, lied to by his… https://t.co/dwhfxTcxZW",Douglas24167399,Sun Jan 26 11:10:13 +0000 2020,None
2609, Be warned - BJP gangs are on the prowl. I got a home visit this morning. They wanted to 'explain the CAA'. Unfortunately they…,hisumit07,Sun Jan 26 11:10:13 +0000 2020,India
2610," Manhandling of Chaurasia at Shaheen Bagh is condemnable.
But this was NOT an attack on journalists or journalism.
Bootlicki…",Mujammilmaniyar,Sun Jan 26 11:10:14 +0000 2020,Mumbai
2611,MADRE M Í A,JoseAnes95,Sun Jan 26 11:10:14 +0000 2020,Madrid
2612,@Payal_Rohatgi radical Islamist.,MukeshS27407551,Sun Jan 26 11:10:14 +0000 2020,"Kanpur, India"
2613,i cant believe that harrys actually shooting a mv for falling rn it seems so surreal to me,FlNELlNELT,Sun Jan 26 11:10:14 +0000 2020,None
2614," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",macmastermkt,Sun Jan 26 11:10:14 +0000 2020,"Nova Scotia, Canada"
2615," 沖縄島沖合の米軍ヘリ事故を、米軍事メディアはcrash（墜落）と報じる。

第7艦隊のリリース自体、英語でgo downで、「墜落」と訳して全くおかしくない。

でも、第7艦隊の日本語ツイッターは「着水」。防衛省も「着水」。

日本国内向け…",EtMLGJVTusFHGuP,Sun Jan 26 11:10:14 +0000 2020,None
2616,"A De​p​re​ssi​o​n &amp; Me​nt​a​l H​e​al​th Su​pp​o​rt For​u​m f​or P​e​op​le in N​ee​d Su​i​c​ide F​oru​m
https://t.co/me4y2SB2qR",HuckinsLawana,Sun Jan 26 11:10:14 +0000 2020,Cleaveland
2617," Unlike you Mr Kanwal, millions of Muslims,Dalits and Adivasis do not have the privilege of ignoring ‘whatever kind of journ…",SaurabhShri05,Sun Jan 26 11:10:14 +0000 2020,None
2618," Watch the heartwarming moment this autism service dog helps their owner through a panic attack. ❤️
Full story: https://t.c…",memykung,Sun Jan 26 11:10:15 +0000 2020,None
2619," Jangan sok nanya jihad dulu kalau masih punya utang. Jihad paling awal itu bayar utang. 

Ini sekaligus tips nagih utang s…",Sigitwinantyo,Sun Jan 26 11:10:15 +0000 2020,None
2620," ⏳BELİEBERS SEE YOU IN 3 HOURS!!

WE GONNA MAKE OUR LAST VOTE ATTACK
 FOR ' @justinbieber
#10000Hours #BestLyrics #iHear…",fanxboyx,Sun Jan 26 11:10:15 +0000 2020,Hogwarts
2621,"難波のフードホールBLAST

今月いっぱいで閉店は寂しいぞ···· https://t.co/3ZtMHzfCVW",KakkyR2,Sun Jan 26 11:10:15 +0000 2020,None
